product_name,reviewer_id,skin_type,skin_tone,skin_concern_1,skin_concern_2,rating,review_date,review,tokens,Ntoken_review,pred
닥터지 더모이스처 배리어D 인텐스 크림,리리578,건성,봄웜톤,모공,미백,5,2025.07.24, 닥터지 더모이스처 배리어  인텐스크림   제가 이 제품을 사용하고 이렇게 오랜기간 사용하게 될줄은 몰랐는데   년반 동안 이 제품을 꾸준히 사용하고 있어요  밤 기초 마무리단계로 수분크림용으로 사용중인데  사용할 때는 잘 모르겠다 싶어도 사용하지 않으면 아침에 건조함을 느끼게 되는 제품입니다  피부자극도 없고 꾸덕한듯 가벼운듯 알쏭하게 발리는 발림성이지만  저녁 기초 마무리단계에수 피부를 덮어주듯 가득 바르고 자면 다음날까지 수분장벽을 잘 지켜주는 크림입니다  제가 조금 노화방지를 위해 더 리치한 제품들로 업그레이드해서 크림을 바르면 피부트러블이 폭발할 때가 있는데  그들을 중단하고 다시 닥터지 더모이스처 배리어 로 돌아오게 하는 마법같은 제품입니다  순한 제품이라 자극을 원하지 않는 분들에게 좋은 수분장벽크림이니 사용해보시는 걸 권유합니다  저는 이 후기쓰는 여행지에서도 꼭 챙겨오는 제품이예요 ,"[('닥터', 'NNP'), ('지', 'NNB'), ('더', 'MAG'), ('모', 'MM'), ('이스', 'NNP'), ('처', 'NNG'), ('배', 'NNG'), ('리어', 'NNP'), ('인', 'NNG'), ('텐', 'NNG'), ('스크림', 'NNP'), ('제가', 'NNP'), ('이', 'MM'), ('제품', 'NNG'), ('을', 'JKO'), ('사용', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('이렇', 'VA'), ('게', 'EC'), ('오랜', 'MM'), ('기간', 'NNP'), ('사용', 'NNG'), ('하', 'XSV'), ('게', 'EC'), ('되', 'VV'), ('ㄹ', 'ETM'), ('줄', 'NNB'), ('은', 'JX'), ('모르', 'VV'), ('았', 'EP'), ('는데', 'EC'), ('년', 'NNB'), ('반', 'NNP'), ('동안', 'NNG'), ('이', 'MM'), ('제품', 'NNG'), ('을', 'JKO'), ('꾸준히', 'MAG'), ('사용', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('있', 'VV'), ('어요', 'EC'), ('밤', 'NNG'), ('기초', 'NNG'), ('마무리', 'NNG'), ('단계', 'NNG'), ('로', 'JKB'), ('수분크림', 'NNG'), ('용', 'XSN'), ('으로', 'JKB'), ('사용', 'NNG'), ('중', 'NNB'), ('이', 'VCP'), ('ㄴ데', 'EC'), ('사용', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('는', 'JX'), ('잘', 'MAG'), ('모르', 'VV'), ('겠', 'EP'), ('다', 'EC'), ('싶', 'VX'), ('어도', 'EC'), ('사용', 'NNG'), ('하', 'XSV'), ('지', 'EC'), ('않', 'VX'), ('으면', 'EC'), ('아침', 'NNG'), ('에', 'JKB'), ('건조', 'NNG'), ('하', 'XSV'), ('ㅁ', 'ETN'), ('을', 'JKO'), ('느끼', 'VV'), ('게', 'EC'), ('되', 'VV'), ('는', 'ETM'), ('제품', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('피부', 'NNG'), ('자극', 'NNG'), ('도', 'JX'), ('없', 'VA'), ('고', 'EC'), ('꾸덕한듯', 'NA'), ('가볍', 'VA'), ('ㄴ듯', 'EC'), ('알쏭하게', 'NA'), ('발리', 'NNP'), ('는', 'JX'), ('발림성', 'NNG'), ('이', 'VCP'), ('지만', 'EC'), ('저녁', 'NNG'), ('기초', 'NNG'), ('마무리', 'NNG'), ('단계', 'NNG'), ('에', 'JKB'), ('수', 'NNB'), ('피부', 'NNG'), ('를', 'JKO'), ('덮', 'VV'), ('어', 'EC'), ('주', 'VX'), ('듯', 'EC'), ('가득', 'MAG'), ('바르', 'VA'), ('고', 'EC'), ('자', 'VV'), ('면', 'EC'), ('다음날', 'NNG'), ('까지', 'JX'), ('수분', 'NNP'), ('장벽', 'NNG'), ('을', 'JKO'), ('잘', 'MAG'), ('지키', 'VV'), ('어', 'EC'), ('주', 'VX'), ('는', 'ETM'), ('크림', 'NNP'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('제가', 'NNP'), ('조금', 'MAG'), ('노화', 'NNP'), ('방지', 'NNG'), ('를', 'JKO'), ('위하', 'VV'), ('아', 'EC'), ('더 리치', 'NNP'), ('한', 'NNP'), ('제품', 'NNG'), ('들', 'XSN'), ('로', 'JKB'), ('업그레이드', 'NNP'), ('해서', 'NNP'), ('크림', 'NNP'), ('을', 'JKO'), ('바르', 'VA'), ('면', 'EC'), ('피부', 'NNP'), ('트러블', 'NNP'), ('이', 'JKS'), ('폭발', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('가', 'JKS'), ('있', 'VV'), ('는데', 'EC'), ('그', 'NP'), ('들', 'XSN'), ('을', 'JKO'), ('중단', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('다시', 'MAG'), ('닥터', 'NNP'), ('지', 'NNB'), ('더', 'MAG'), ('모', 'MM'), ('이스', 'NNP'), ('처', 'NNG'), ('배', 'NNG'), ('리어', 'NNP'), ('로', 'NNG'), ('돌아오', 'VV'), ('게', 'EC'), ('하', 'VV'), ('는', 'ETM'), ('마법', 'NNP'), ('같', 'VA'), ('은', 'ETM'), ('제품', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('순하', 'VA'), ('ㄴ', 'ETM'), ('제품', 'NNG'), ('이', 'VCP'), ('라', 'EC'), ('자극', 'NNG'), ('을', 'JKO'), ('원하', 'VV'), ('지', 'EC'), ('않', 'VX'), ('는', 'ETM'), ('분', 'NNB'), ('들', 'XSN'), ('에게', 'JKB'), ('좋', 'VA'), ('은', 'ETM'), ('수분', 'NNP'), ('장벽', 'NNG'), ('크림', 'NNP'), ('이', 'VCP'), ('니', 'EC'), ('사용', 'NNG'), ('하', 'XSV'), ('아', 'EC'), ('보', 'VX'), ('시', 'EP'), ('는', 'ETM'), ('걸', 'VV'), ('ㄹ', 'ETM'), ('권유', 'NNG'), ('하', 'XSV'), ('ㅂ니다', 'EC'), ('저', 'NP'), ('는', 'JX'), ('이', 'MM'), ('후기', 'NNG'), ('쓰', 'VV'), ('는', 'ETM'), ('여행지', 'NNG'), ('에서', 'JKB'), ('도', 'JX'), ('꼭', 'MAG'), ('챙기', 'VV'), ('어', 'EC'), ('오', 'VX'), ('는', 'ETM'), ('제품', 'NNP'), ('이예', 'NNP'), ('요', 'JX')]","['닥터', '이스', '리어', '스크림', '제가', '제품', '사용', '기간', '사용', '제품', '사용', '기초', '마무리', '단계', '수분크림', '사용', '사용', '사용', '아침', '건조', '제품', '피부', '자극', '발리', '발림성', '저녁', '기초', '마무리', '단계', '피부', '다음날', '수분', '장벽', '크림', '제가', '노화', '방지', '더 리치', '제품', '업그레이드', '해서', '크림', '피부', '트러블', '폭발', '중단', '닥터', '이스', '리어', '마법', '제품', '제품', '자극', '수분', '장벽', '크림', '사용', '권유', '후기', '여행지', '제품', '이예']",0
닥터지 더모이스처 배리어D 인텐스 크림,김츄츄,건성,겨울쿨톤,각질,아토피,5,2025.07.27,악건성인데 화장하기 전에 무조건 바르는 크림입니다  화장 잘 뜨고 각질 많이 일어나시는 건성 분들은 진짜 정말정말 추천드랴요ㅛ 지성이나 복합성 분들은 많이 기름지다고 느낄 수도 있을 것 같슴다,"[('악건성', 'NNG'), ('이', 'VCP'), ('ㄴ데', 'EC'), ('화장', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('전', 'NNG'), ('에', 'JKB'), ('무조건', 'MAG'), ('바르', 'VA'), ('는', 'ETM'), ('크림', 'NNP'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('화장', 'NNP'), ('잘', 'MAG'), ('뜨', 'VV'), ('고', 'EC'), ('각질', 'NNG'), ('많이', 'MAG'), ('일어나', 'VV'), ('시', 'EP'), ('는', 'ETM'), ('건성', 'NNG'), ('분', 'NNB'), ('들', 'XSN'), ('은', 'JX'), ('진짜', 'MAG'), ('정말', 'NNP'), ('정말', 'NNP'), ('추천드랴요ㅛ', 'NA'), ('지성', 'NNG'), ('이나', 'JC'), ('복합성', 'NNG'), ('분', 'NNB'), ('들', 'XSN'), ('은', 'JX'), ('많이', 'MAG'), ('기름지', 'VA'), ('다고', 'EC'), ('느끼', 'VV'), ('ㄹ', 'ETM'), ('수', 'NNB'), ('도', 'JX'), ('있', 'VV'), ('을', 'ETM'), ('것', 'NNB'), ('같슴다', 'NA')]","['악건성', '화장', '크림', '화장', '각질', '건성', '정말', '정말', '지성', '복합성']",0
닥터지 더모이스처 배리어D 인텐스 크림,화사한웜코덕,,,,,5,2025.05.31,현직메컵아티스트입니다이거 안맞는 분 한번도 못봤어용 기초할때 선크림 직전에 발라주고 흡수시켜주고 선크림들어가는데 이거만큼 피부를 쫀쫀하고 자극없는 거 아직 못찾 ,"[('현직', 'NNG'), ('메', 'NNG'), ('컵', 'NNG'), ('아티스트', 'NNP'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('이것', 'NP'), ('안', 'MAG'), ('맞', 'VV'), ('는', 'ETM'), ('분', 'NNB'), ('한', 'MM'), ('번', 'NNB'), ('도', 'JX'), ('못', 'MAG'), ('보', 'VV'), ('았', 'EP'), ('어', 'EC'), ('용', 'XSN'), ('기초', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('선크림', 'NNG'), ('직전', 'NNG'), ('에', 'JKB'), ('바르', 'VV'), ('아', 'EC'), ('주', 'VX'), ('고', 'EC'), ('흡수', 'NNG'), ('시키', 'XSV'), ('어', 'EC'), ('주', 'VX'), ('고', 'EC'), ('선크림', 'NNG'), ('들어가', 'VV'), ('는데', 'EC'), ('이것', 'NP'), ('만큼', 'JKB'), ('피부', 'NNG'), ('를', 'JKO'), ('쫀쫀하고', 'NA'), ('자극', 'NNG'), ('없', 'VA'), ('는', 'ETM'), ('거', 'NNB'), ('아직', 'MAG'), ('못', 'MAG'), ('찾', 'VV')]","['현직', '아티스트', '기초', '선크림', '직전', '흡수', '선크림', '피부', '자극']",0
닥터지 더모이스처 배리어D 인텐스 크림,앙정,건성,봄웜톤,모공,잡티,5,2025.06.22,보습 필요할때 사용하고 있어요가볍게 바르기 좋고 보습을 필요로할때는 듬뿍 발라주고 있어요,"[('보습', 'NNG'), ('필요', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('사용', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('있', 'VV'), ('어요', 'EC'), ('가볍', 'VA'), ('게', 'EC'), ('바르', 'VA'), ('기', 'ETN'), ('좋', 'VA'), ('고', 'EC'), ('보습', 'NNG'), ('을', 'JKO'), ('필요', 'NNG'), ('로', 'JKB'), ('하', 'VV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('는', 'JX'), ('듬뿍', 'MAG'), ('바르', 'VV'), ('아', 'EC'), ('주', 'VX'), ('고', 'EC'), ('있', 'VV'), ('어요', 'EC')]","['보습', '필요', '사용', '보습', '필요']",1
닥터지 더모이스처 배리어D 인텐스 크림,mimilike,건성,웜톤,각질,주름,4,2025.07.11,다른 크림들과 비교해서 확실히 가려움에 효과가 있어요  그래서 저는 아토피 올라오는 부분에 발라주는데 세라마이드 크림 특유의 보들보들한 촉감으로 마무리되서 옷감에 스쳐도 자극이 없어서 좋아요  얼굴에 바르면 다른 크림은 간질간질거림이 조금씩 있는데 이 크림은 안그래요  대신 건성임에도 불구하고 여름에는 얼굴에 바르면 자잘자잘하게 좁쌀이 턱밑에 가끔 생기더라고요  이 부분은 겨울에 바르면 괜찮을거같기도 해요  그리고 막 때처럼 밀리는건 아닌데 많이 문지르면 실리콘 연고 밀리는거처럼 약간 밀려요 그렇다고 화장할때 막 문제가 되거나 하지는 않는정도  뭐 이러한 거슬리는 부분들이 있긴 한데 간지러움이나 속보습은 확실히 잡아주는 것 같아요  이 크림바르면 아침부터 저녁 이후까지 건조하지 않더라고요 ,"[('다른', 'MM'), ('크림', 'NNG'), ('들', 'XSN'), ('과', 'JC'), ('비교', 'NNG'), ('하', 'XSV'), ('아서', 'EC'), ('확실히', 'MAG'), ('가려움', 'NNP'), ('에', 'JKB'), ('효과', 'NNG'), ('가', 'JKS'), ('있', 'VV'), ('어요', 'EC'), ('그래서', 'MAJ'), ('저', 'NP'), ('는', 'JX'), ('아토피', 'NNP'), ('올라오', 'VV'), ('는', 'ETM'), ('부분', 'NNG'), ('에', 'JKB'), ('바르', 'VV'), ('아', 'EC'), ('주', 'VX'), ('는데', 'EC'), ('세라마이드', 'NNG'), ('크림', 'NNP'), ('특유', 'NNG'), ('의', 'JKG'), ('보', 'NNB'), ('들보', 'NNP'), ('들', 'XSN'), ('하', 'XSV'), ('ㄴ', 'ETM'), ('촉감', 'NNG'), ('으로', 'JKB'), ('마무리', 'NNG'), ('되', 'XSV'), ('서', 'EC'), ('옷감', 'NNP'), ('에', 'JKB'), ('스치', 'VV'), ('어도', 'EC'), ('자극', 'NNG'), ('이', 'JKS'), ('없', 'VA'), ('어서', 'EC'), ('좋', 'VA'), ('아요', 'EC'), ('얼굴', 'NNG'), ('에', 'JKB'), ('바르', 'VA'), ('면', 'EC'), ('다른', 'MM'), ('크림', 'NNP'), ('은', 'JX'), ('간질', 'NNP'), ('간질', 'NNP'), ('것', 'NNB'), ('림', 'NNP'), ('이', 'JKS'), ('조금', 'NNG'), ('씩', 'XSN'), ('있', 'VV'), ('는데', 'EC'), ('이', 'MM'), ('크림', 'NNP'), ('은', 'JX'), ('안', 'MAG'), ('그러', 'VV'), ('어요', 'EC'), ('대신', 'NNG'), ('건성', 'NNG'), ('이', 'VCP'), ('ㅁ', 'ETN'), ('에', 'JKB'), ('도', 'JX'), ('불구', 'XR'), ('하', 'XSA'), ('고', 'EC'), ('여름', 'NNG'), ('에', 'JKB'), ('는', 'JX'), ('얼굴', 'NNG'), ('에', 'JKB'), ('바르', 'VA'), ('면', 'EC'), ('자잘', 'XR'), ('자잘', 'XR'), ('하', 'XSA'), ('게', 'EC'), ('좁쌀', 'NNG'), ('이', 'JKS'), ('턱밑', 'NNG'), ('에', 'JKB'), ('가끔', 'MAG'), ('생기', 'VV'), ('더라고요', 'EC'), ('이', 'MM'), ('부분', 'NNG'), ('은', 'JX'), ('겨울', 'NNG'), ('에', 'JKB'), ('바르', 'VA'), ('면', 'EC'), ('괜찮', 'VA'), ('을', 'ETM'), ('거', 'NNB'), ('같', 'VA'), ('기', 'ETN'), ('도', 'JX'), ('하', 'VV'), ('아요', 'EC'), ('그리고', 'MAJ'), ('막', 'MAG'), ('때', 'NNG'), ('처럼', 'JKB'), ('밀리', 'VV'), ('는', 'ETM'), ('건', 'NNB'), ('아니', 'VCN'), ('ㄴ데', 'EC'), ('많이', 'MAG'), ('문지르', 'VV'), ('면', 'EC'), ('실리콘', 'NNP'), ('연고', 'NNG'), ('밀리', 'VV'), ('는', 'ETM'), ('거', 'NNB'), ('처럼', 'JKB'), ('약간', 'MAG'), ('밀리', 'VV'), ('어요', 'EC'), ('그렇', 'VA'), ('다고', 'EC'), ('화장', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('막', 'MAG'), ('문제', 'NNG'), ('가', 'JKS'), ('되', 'VV'), ('거나', 'EC'), ('하', 'VV'), ('지', 'EC'), ('는', 'JX'), ('않', 'VX'), ('는', 'ETM'), ('정도', 'NNP'), ('뭐', 'NP'), ('이러', 'XR'), ('하', 'XSA'), ('ㄴ', 'ETM'), ('거슬리', 'VV'), ('는', 'ETM'), ('부분', 'NNG'), ('들', 'XSN'), ('이', 'JKS'), ('있', 'VV'), ('기', 'ETN'), ('ㄴ', 'JX'), ('하', 'VV'), ('ㄴ데', 'EC'), ('간지럽', 'VA'), ('ㅁ', 'ETN'), ('이나', 'JX'), ('속', 'NNG'), ('보습', 'NNG'), ('은', 'JX'), ('확실히', 'MAG'), ('잡', 'VV'), ('아', 'EC'), ('주', 'VX'), ('는', 'ETM'), ('것', 'NNB'), ('같', 'VA'), ('아요', 'EC'), ('이', 'MM'), ('크림', 'NNP'), ('바르', 'NNP'), ('이', 'VCP'), ('면', 'EC'), ('아침', 'NNG'), ('부터', 'JX'), ('저녁', 'NNG'), ('이후', 'NNG'), ('까지', 'JX'), ('건조', 'NNG'), ('하', 'XSV'), ('지', 'EC'), ('않', 'VX'), ('더라고요', 'EC')]","['크림', '비교', '가려움', '효과', '아토피', '부분', '세라마이드', '크림', '특유', '들보', '촉감', '마무리', '옷감', '자극', '얼굴', '크림', '간질', '간질', '크림', '대신', '건성', '여름', '얼굴', '좁쌀', '턱밑', '부분', '겨울', '실리콘', '연고', '화장', '문제', '정도', '부분', '보습', '크림', '바르', '아침', '저녁', '이후', '건조']",0
닥터지 더모이스처 배리어D 인텐스 크림,아와아,,,,,5,2025.07.10,동생한테 추천받아서 써보기 시작했는데 자극없고 너무 좋아요 종류별로 매번 구입해서 사용 중입니다,"[('동생', 'NNG'), ('한테', 'JKB'), ('추천', 'NNG'), ('받', 'VV'), ('아서', 'EC'), ('쓰', 'VV'), ('어', 'EC'), ('보', 'VX'), ('기', 'ETN'), ('시작', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('는데', 'EC'), ('자극', 'NNG'), ('없', 'VA'), ('고', 'EC'), ('너무', 'MAG'), ('좋', 'VA'), ('아요', 'EC'), ('종류', 'NNG'), ('별', 'XSN'), ('로', 'JKB'), ('매번', 'MAG'), ('구입', 'NNG'), ('하', 'XSV'), ('아서', 'EC'), ('사용', 'NNG'), ('중', 'NNB'), ('이', 'VCP'), ('ㅂ니다', 'EC')]","['동생', '추천', '시작', '자극', '종류', '구입', '사용']",1
닥터지 더모이스처 배리어D 인텐스 크림,leeda****,,,,,5,2025.07.29,하 이건 진짜 제가 사랑하는 제품인데요 ㄹㅇ 보들보들 촉촉 하지만 끈적이지는 않는 그런제품인ㄷ요 겨울에 쓰기 ㄹㅇ 좋아요 물론 여름도 좋아요 피부가 막 제가 다 뜯겨나가거든요건조하면 근데 이거를 바르면 그게 잠잠해져요 ㄹㅇ 좋아요 여려붖 ㅠ,"[('하', 'NNG'), ('이건', 'NNP'), ('진짜', 'MAG'), ('제가', 'NNP'), ('사랑', 'NNG'), ('하', 'XSV'), ('는', 'ETM'), ('제품', 'NNG'), ('이', 'VCP'), ('ㄴ데요', 'EC'), ('ㄹㅇ', 'NA'), ('보', 'NNB'), ('들보', 'NNP'), ('들', 'XSN'), ('촉촉', 'XR'), ('하지만', 'MAJ'), ('끈적이', 'VV'), ('지', 'EC'), ('는', 'JX'), ('않', 'VX'), ('는', 'ETM'), ('그런제품인ㄷ요', 'NA'), ('겨울', 'NNG'), ('에', 'JKB'), ('쓰기', 'NNP'), ('ㄹㅇ', 'NA'), ('좋', 'VA'), ('아요', 'EC'), ('물론', 'MAG'), ('여름', 'NNG'), ('도', 'JX'), ('좋', 'VA'), ('아요', 'EC'), ('피부', 'NNG'), ('가', 'JKS'), ('막', 'MAG'), ('제가', 'NNP'), ('다', 'MAG'), ('뜯기', 'VV'), ('어', 'EC'), ('나가', 'VX'), ('거든요', 'EC'), ('건조', 'NNG'), ('하', 'XSV'), ('면', 'EC'), ('근데', 'MAJ'), ('이거', 'NP'), ('를', 'JKO'), ('바르', 'VA'), ('면', 'EC'), ('그', 'NP'), ('게', 'EC'), ('잠잠', 'XR'), ('하', 'XSA'), ('아', 'EC'), ('지', 'VX'), ('어요', 'EC'), ('ㄹㅇ', 'NA'), ('좋', 'VA'), ('아요', 'EC'), ('여려붖', 'NA'), ('ㅠ', 'NA')]","['이건', '제가', '사랑', '제품', '들보', '겨울', '쓰기', '여름', '피부', '제가', '건조']",1
닥터지 더모이스처 배리어D 인텐스 크림,슈우슉,건성,다크서클,미백,,5,2025.07.30,이거는 여름엔 쓰기엔 두꺼울순있는데 저같은 건성에는 여름에도 살짝 올려써도 좋더라고요 ,"[('이것', 'NP'), ('는', 'JX'), ('여름', 'NNG'), ('에', 'JKB'), ('ㄴ', 'JX'), ('쓰', 'VV'), ('기', 'ETN'), ('에', 'JKB'), ('ㄴ', 'JX'), ('두껍', 'VA'), ('ㄹ', 'ETM'), ('순', 'NNP'), ('있', 'VV'), ('는데', 'EC'), ('저', 'NP'), ('같', 'VA'), ('은', 'ETM'), ('건성', 'NNG'), ('에', 'JKB'), ('는', 'JX'), ('여름', 'NNG'), ('에', 'JKB'), ('도', 'JX'), ('살짝', 'MAG'), ('올리', 'VV'), ('어', 'EC'), ('쓰', 'VV'), ('어도', 'EC'), ('좋', 'VA'), ('더라고요', 'EC')]","['여름', '건성', '여름']",1
닥터지 더모이스처 배리어D 인텐스 크림,LAYZI,건성,여름쿨톤,다크서클,탄력,5,2025.07.24,생각보다 좀 무거운 편이라 양을 적게 쓰는데 적게 발라도 보습이 잘 돼요,"[('생각', 'NNG'), ('보다', 'JKB'), ('좀', 'MAG'), ('무겁', 'VA'), ('ㄴ', 'ETM'), ('편', 'NNB'), ('이', 'VCP'), ('라', 'EC'), ('양', 'NNG'), ('을', 'JKO'), ('적', 'VA'), ('게', 'EC'), ('쓰', 'VV'), ('는데', 'EC'), ('적', 'VA'), ('게', 'EC'), ('발라', 'NNP'), ('도', 'JX'), ('보습', 'NNG'), ('이', 'JKS'), ('잘', 'MAG'), ('되', 'VV'), ('어요', 'EC')]","['생각', '발라', '보습']",0
닥터지 더모이스처 배리어D 인텐스 크림,panda****,민감성,,,,5,2025.07.03,고보습 크림으로  피부 장벽 강화에 효과적이에요  텍스처는 리치하지만 끈적이지 않고 흡수가 빨라서  건성이나 민감성 피부에도 적합해요  특히 겨울철이나 피부가 예민해졌을 때 진정 효과가 확실해요                                                                           ,"[('고', 'XPN'), ('보습', 'NNG'), ('크림', 'NNP'), ('으로', 'JKB'), ('피부', 'NNP'), ('장벽', 'NNG'), ('강화', 'NNG'), ('에', 'JKB'), ('효과', 'NNG'), ('적', 'XSN'), ('이', 'VCP'), ('에요', 'EC'), ('텍스처', 'NNP'), ('는', 'JX'), ('리치', 'NNP'), ('하지', 'NNP'), ('만', 'JX'), ('끈적이', 'VV'), ('지', 'EC'), ('않', 'VX'), ('고', 'EC'), ('흡수', 'NNG'), ('가', 'JKS'), ('빠르', 'VA'), ('아서', 'EC'), ('건성', 'NNG'), ('이나', 'JC'), ('민감성', 'NNG'), ('피부', 'NNG'), ('에', 'JKB'), ('도', 'JX'), ('적합', 'XR'), ('하', 'XSA'), ('어요', 'EC'), ('특히', 'MAG'), ('겨울철', 'NNG'), ('이나', 'JC'), ('피부', 'NNG'), ('가', 'JKS'), ('예민', 'XR'), ('하', 'XSA'), ('아', 'EC'), ('지', 'VX'), ('었', 'EP'), ('을', 'ETM'), ('때', 'NNG'), ('진정', 'NNG'), ('효과', 'NNG'), ('가', 'JKS'), ('확실', 'XR'), ('하', 'XSA'), ('어요', 'EC')]","['보습', '크림', '피부', '장벽', '강화', '효과', '텍스처', '리치', '하지', '흡수', '건성', '민감성', '피부', '겨울철', '피부', '진정효과']",1
